ACST,Power
2017-04-08 12:27:00+08:00,2673.47517696
2017-04-08 12:37:00+08:00,2680.6619376000003
2017-04-08 12:47:00+08:00,2680.6619376000003
2017-04-08 12:57:00+08:00,2730.96926816
2017-04-08 13:07:00+08:00,2716.59574384
2017-04-08 13:17:00+08:00,2651.91489504
2017-04-08 13:27:00+08:00,2723.78250448
2017-04-08 13:37:00+08:00,2723.78250448
2017-04-08 13:47:00+08:00,2716.59574384
2017-04-08 13:57:00+08:00,2702.2222225600003
2017-04-08 14:07:00+08:00,2680.6619376000003
2017-04-08 14:17:00+08:00,2637.54137072
2017-04-08 14:27:00+08:00,2594.4208038399997
2017-04-08 14:37:00+08:00,2522.5531913600003
2017-04-08 14:47:00+08:00,2500.9929064
2017-04-08 14:57:00+08:00,2163.21512896
2017-04-08 15:07:00+08:00,2357.25768448
2017-04-08 15:17:00+08:00,2386.00472704
2017-04-08 15:27:00+08:00,2242.26950208
2017-04-08 15:37:00+08:00,2184.7754139199997
2017-04-08 15:47:00+08:00,2098.53428016
2017-04-08 15:57:00+08:00,1933.2387702400001
2017-04-08 16:07:00+08:00,1846.99763648
2017-04-08 16:17:00+08:00,1681.7021265600001
2017-04-08 16:27:00+08:00,1523.5933803199998
2017-04-08 16:37:00+08:00,1286.43026096
2017-04-08 16:47:00+08:00,1365.48463408
2017-04-08 16:57:00+08:00,1228.93616976
2017-04-08 17:07:00+08:00,1042.0803779199998
2017-04-08 17:17:00+08:00,804.9172585599999
2017-04-08 17:27:00+08:00,467.13948112
2017-04-08 17:37:00+08:00,201.22931312
2017-04-08 17:47:00+08:00,21.56028496
2017-04-08 17:57:00+08:00,0.0
2017-04-09 07:07:00+08:00,50.30732752
2017-04-09 07:17:00+08:00,64.68085184
2017-04-09 07:27:00+08:00,71.86761248
2017-04-09 07:37:00+08:00,79.05437312
2017-04-09 07:47:00+08:00,107.80141871999999
2017-04-09 07:57:00+08:00,172.48227056000002
2017-04-09 08:07:00+08:00,258.72340432000004
2017-04-09 08:17:00+08:00,373.71158368
2017-04-09 08:27:00+08:00,503.07328736
2017-04-09 08:37:00+08:00,639.6217486400001
2017-04-09 08:47:00+08:00,776.1702129599998
2017-04-09 08:57:00+08:00,927.0921985599999
2017-04-09 09:07:00+08:00,1070.82742352
2017-04-09 09:17:00+08:00,1214.56264848
2017-04-09 09:27:00+08:00,1343.92434912
2017-04-09 09:37:00+08:00,1480.47281344
2017-04-09 09:47:00+08:00,1609.83451408
2017-04-09 09:57:00+08:00,1732.00945712
2017-04-09 10:07:00+08:00,1832.6241121599999
2017-04-09 10:17:00+08:00,1933.2387702400001
2017-04-09 10:27:00+08:00,2026.66666768
2017-04-09 10:37:00+08:00,2120.0945620800003
2017-04-09 10:47:00+08:00,2199.1489352000003
2017-04-09 10:57:00+08:00,2271.01654768
2017-04-09 11:07:00+08:00,2335.69739952
2017-04-09 11:17:00+08:00,2400.37825136
2017-04-09 11:27:00+08:00,2457.87233952
2017-04-09 11:37:00+08:00,2500.9929064
2017-04-09 11:47:00+08:00,2529.739952
2017-04-09 11:57:00+08:00,2572.86051888
2017-04-09 12:07:00+08:00,2615.9810888
2017-04-09 12:17:00+08:00,2651.91489504
2017-04-09 12:27:00+08:00,2680.6619376000003
2017-04-09 12:37:00+08:00,2730.96926816
2017-04-09 12:47:00+08:00,2723.78250448
2017-04-09 12:57:00+08:00,2745.3427894399997
2017-04-09 13:07:00+08:00,2730.96926816
2017-04-09 13:17:00+08:00,2702.2222225600003
2017-04-09 13:27:00+08:00,2687.84870128
2017-04-09 13:37:00+08:00,2680.6619376000003
2017-04-09 13:47:00+08:00,2687.84870128
2017-04-09 13:57:00+08:00,2680.6619376000003
2017-04-09 14:07:00+08:00,2651.91489504
2017-04-09 14:17:00+08:00,2615.9810888
2017-04-09 14:27:00+08:00,2594.4208038399997
2017-04-09 14:37:00+08:00,2565.6737582399996
2017-04-09 14:47:00+08:00,2515.3664307199997
2017-04-09 14:57:00+08:00,2479.43262448
2017-04-09 15:07:00+08:00,2400.37825136
2017-04-09 15:17:00+08:00,2350.0709208
2017-04-09 15:27:00+08:00,2285.390072
2017-04-09 15:37:00+08:00,2206.33569888
2017-04-09 15:47:00+08:00,2134.4680864
2017-04-09 15:57:00+08:00,2041.0401889600003
2017-04-09 16:07:00+08:00,1940.42553088
2017-04-09 16:17:00+08:00,1825.43735152
2017-04-09 16:27:00+08:00,1732.00945712
2017-04-09 16:37:00+08:00,1609.83451408
2017-04-09 16:47:00+08:00,1473.2860528
2017-04-09 16:57:00+08:00,1365.48463408
2017-04-09 17:07:00+08:00,0.0
2017-04-10 07:07:00+08:00,50.30732752
2017-04-10 07:17:00+08:00,57.4940912
2017-04-10 07:27:00+08:00,64.68085184
2017-04-10 07:37:00+08:00,86.24113376
2017-04-10 07:47:00+08:00,114.98817936
2017-04-10 07:57:00+08:00,172.48227056000002
2017-04-10 08:07:00+08:00,265.91016496000003
2017-04-10 08:17:00+08:00,373.71158368
2017-04-10 08:27:00+08:00,495.88652368
2017-04-10 08:37:00+08:00,653.99527296
2017-04-10 08:47:00+08:00,790.54373424
2017-04-10 08:57:00+08:00,919.9054379199999
2017-04-10 09:07:00+08:00,898.3451529599998
2017-04-10 09:17:00+08:00,1193.00236352
2017-04-10 09:27:00+08:00,1329.55082784
2017-04-10 09:37:00+08:00,1444.5390072
2017-04-10 09:47:00+08:00,1559.52718656
2017-04-10 09:57:00+08:00,1674.51536592
2017-04-10 10:07:00+08:00,1796.6903059199997
2017-04-10 10:17:00+08:00,1897.3049640000002
2017-04-10 10:27:00+08:00,1466.0992921599998
2017-04-10 10:37:00+08:00,2134.4680864
2017-04-10 10:47:00+08:00,1775.130024
2017-04-10 10:57:00+08:00,2134.4680864
2017-04-10 11:07:00+08:00,2306.95035392
2017-04-10 11:17:00+08:00,2191.96217456
2017-04-10 11:27:00+08:00,2314.13711456
2017-04-10 11:37:00+08:00,2443.4988182399998
2017-04-10 11:47:00+08:00,2429.12529696
2017-04-10 11:57:00+08:00,2479.43262448
2017-04-10 12:07:00+08:00,2493.80614576
2017-04-10 12:17:00+08:00,2522.5531913600003
2017-04-10 12:27:00+08:00,2580.04728256
2017-04-10 12:37:00+08:00,2594.4208038399997
2017-04-10 12:47:00+08:00,2608.79432512
2017-04-10 12:57:00+08:00,2623.16784944
2017-04-10 13:07:00+08:00,2623.16784944
2017-04-10 13:17:00+08:00,2615.9810888
2017-04-10 13:27:00+08:00,2630.35461008
2017-04-10 13:37:00+08:00,2608.79432512
2017-04-10 13:47:00+08:00,2594.4208038399997
2017-04-10 13:57:00+08:00,2580.04728256
2017-04-10 14:07:00+08:00,2558.4869976
2017-04-10 14:17:00+08:00,2522.5531913600003
2017-04-10 14:27:00+08:00,2515.3664307199997
2017-04-10 14:37:00+08:00,2486.61938512
2017-04-10 14:47:00+08:00,2457.87233952
2017-04-10 14:57:00+08:00,2414.7517726399997
2017-04-10 15:07:00+08:00,2335.69739952
2017-04-10 15:17:00+08:00,2278.20330832
2017-04-10 15:27:00+08:00,2213.52245952
2017-04-10 15:37:00+08:00,2127.28132272
2017-04-10 15:47:00+08:00,2041.0401889600003
2017-04-10 15:57:00+08:00,1947.61229456
2017-04-10 16:07:00+08:00,1875.7446820799998
2017-04-10 16:17:00+08:00,1782.3167846400002
2017-04-10 16:27:00+08:00,1667.3286052800001
2017-04-10 16:37:00+08:00,1537.9669015999998
2017-04-10 16:47:00+08:00,1394.23167968
2017-04-10 16:57:00+08:00,1236.1229304
2017-04-10 17:07:00+08:00,1056.4538992
2017-04-10 17:17:00+08:00,790.54373424
2017-04-10 17:27:00+08:00,438.39243552000005
2017-04-10 17:37:00+08:00,100.61465808000001
2017-04-10 17:47:00+08:00,28.7470456
2017-04-10 17:57:00+08:00,0.0
2017-04-11 07:07:00+08:00,43.12056688
2017-04-11 07:17:00+08:00,57.4940912
2017-04-11 07:27:00+08:00,71.86761248
2017-04-11 07:37:00+08:00,79.05437312
2017-04-11 07:47:00+08:00,107.80141871999999
2017-04-11 07:57:00+08:00,165.29550688
2017-04-11 08:07:00+08:00,244.34988303999998
2017-04-11 08:17:00+08:00,359.3380624
2017-04-11 08:27:00+08:00,481.5130024
2017-04-11 08:37:00+08:00,618.06146672
2017-04-11 08:47:00+08:00,747.42316736
2017-04-11 08:57:00+08:00,891.1583923200001
2017-04-11 09:07:00+08:00,1027.70685664
2017-04-11 09:17:00+08:00,1164.25531792
2017-04-11 09:27:00+08:00,1286.43026096
2017-04-11 09:37:00+08:00,1408.6052009599998
2017-04-11 09:47:00+08:00,1530.7801409600002
2017-04-11 09:57:00+08:00,1638.5815596800003
2017-04-11 10:07:00+08:00,1739.1962177599999
2017-04-11 10:17:00+08:00,1846.99763648
2017-04-11 10:27:00+08:00,1926.0520096
2017-04-11 10:37:00+08:00,2012.2931433600002
2017-04-11 10:47:00+08:00,2112.9078014399997
2017-04-11 10:57:00+08:00,2199.1489352000003
2017-04-11 11:07:00+08:00,2263.8297870399997
2017-04-11 11:17:00+08:00,2350.0709208
2017-04-11 11:27:00+08:00,2414.7517726399997
2017-04-11 11:37:00+08:00,2486.61938512
2017-04-11 11:47:00+08:00,2551.3002369600003
2017-04-11 11:57:00+08:00,2601.6075644800003
2017-04-11 12:07:00+08:00,2644.72813136
2017-04-11 12:17:00+08:00,2687.84870128
2017-04-11 12:27:00+08:00,2702.2222225600003
2017-04-11 12:37:00+08:00,2716.59574384
2017-04-11 12:47:00+08:00,2730.96926816
2017-04-11 12:57:00+08:00,2723.78250448
2017-04-11 13:07:00+08:00,2709.4089832
2017-04-11 13:17:00+08:00,2695.03546192
2017-04-11 13:27:00+08:00,2666.2884163199997
2017-04-11 13:37:00+08:00,2659.10165568
2017-04-11 13:47:00+08:00,2630.35461008
2017-04-11 13:57:00+08:00,2608.79432512
2017-04-11 14:07:00+08:00,2558.4869976
2017-04-11 14:17:00+08:00,2536.92671264
2017-04-11 14:27:00+08:00,2522.5531913600003
2017-04-11 14:37:00+08:00,2479.43262448
2017-04-11 14:47:00+08:00,2443.4988182399998
2017-04-11 14:57:00+08:00,2386.00472704
2017-04-11 15:07:00+08:00,2321.32387824
2017-04-11 15:17:00+08:00,2285.390072
2017-04-11 15:27:00+08:00,2213.52245952
2017-04-11 15:37:00+08:00,2156.02836832
2017-04-11 15:47:00+08:00,2076.9739952
2017-04-11 15:57:00+08:00,1983.5461008000002
2017-04-11 16:07:00+08:00,1897.3049640000002
2017-04-11 16:17:00+08:00,1796.6903059199997
2017-04-11 16:27:00+08:00,1681.7021265600001
2017-04-11 16:37:00+08:00,1545.15366528
2017-04-11 16:47:00+08:00,1408.6052009599998
2017-04-11 16:57:00+08:00,1257.6832153599998
2017-04-11 17:07:00+08:00,1070.82742352
2017-04-11 17:17:00+08:00,747.42316736
2017-04-11 17:27:00+08:00,352.15129872
2017-04-11 17:37:00+08:00,64.68085184
2017-04-11 17:47:00+08:00,14.37352128
2017-04-11 17:57:00+08:00,0.0
2017-04-13 07:07:00+08:00,50.30732752
2017-04-13 07:17:00+08:00,71.86761248
2017-04-13 07:27:00+08:00,86.24113376
2017-04-13 07:37:00+08:00,100.61465808000001
2017-04-13 07:47:00+08:00,129.36170063999998
2017-04-13 07:57:00+08:00,179.6690312
2017-04-13 08:07:00+08:00,258.72340432000004
2017-04-13 08:17:00+08:00,359.3380624
2017-04-13 08:27:00+08:00,481.5130024
2017-04-13 08:37:00+08:00,603.6879424
2017-04-13 08:47:00+08:00,740.23640672
2017-04-13 08:57:00+08:00,869.59810736
2017-04-13 09:07:00+08:00,998.9598110400001
2017-04-13 09:17:00+08:00,1135.50827536
2017-04-13 09:27:00+08:00,1257.6832153599998
2017-04-13 09:37:00+08:00,1387.044916
2017-04-13 09:47:00+08:00,1487.65957408
2017-04-13 09:57:00+08:00,1602.64775344
2017-04-13 10:07:00+08:00,1710.44917216
2017-04-13 10:17:00+08:00,1803.8770696
2017-04-13 10:27:00+08:00,1904.4917246399998
2017-04-13 10:37:00+08:00,1990.7328614399999
2017-04-13 10:47:00+08:00,2069.7872345600003
2017-04-13 10:57:00+08:00,2141.65484704
2017-04-13 11:07:00+08:00,2206.33569888
2017-04-13 11:17:00+08:00,2256.6430264
2017-04-13 11:27:00+08:00,2306.95035392
2017-04-13 11:37:00+08:00,2357.25768448
2017-04-13 11:47:00+08:00,2407.565012
2017-04-13 11:57:00+08:00,2450.6855788800003
2017-04-13 12:07:00+08:00,2486.61938512
2017-04-13 12:17:00+08:00,2515.3664307199997
2017-04-13 12:27:00+08:00,2558.4869976
2017-04-13 12:37:00+08:00,2558.4869976
2017-04-13 12:47:00+08:00,2558.4869976
2017-04-13 12:57:00+08:00,2565.6737582399996
2017-04-13 13:07:00+08:00,2587.2340432
2017-04-13 13:17:00+08:00,2594.4208038399997
2017-04-13 13:27:00+08:00,2580.04728256
2017-04-13 13:37:00+08:00,2558.4869976
2017-04-13 13:47:00+08:00,2544.11347632
2017-04-13 13:57:00+08:00,2529.739952
2017-04-13 14:07:00+08:00,2500.9929064
2017-04-13 14:17:00+08:00,2479.43262448
2017-04-13 14:27:00+08:00,2450.6855788800003
2017-04-13 14:37:00+08:00,2414.7517726399997
2017-04-13 14:47:00+08:00,2400.37825136
2017-04-13 14:57:00+08:00,2364.4444451199997
2017-04-13 15:07:00+08:00,2306.95035392
2017-04-13 15:17:00+08:00,2263.8297870399997
2017-04-13 15:27:00+08:00,2191.96217456
2017-04-13 15:37:00+08:00,2120.0945620800003
2017-04-13 15:47:00+08:00,2012.2931433600002
2017-04-13 15:57:00+08:00,1933.2387702400001
2017-04-13 16:07:00+08:00,1811.06383024
2017-04-13 16:17:00+08:00,1710.44917216
2017-04-13 16:27:00+08:00,1573.90070784
2017-04-13 16:37:00+08:00,1444.5390072
2017-04-13 16:47:00+08:00,1293.6170216
2017-04-13 16:57:00+08:00,1121.13475104
2017-04-13 17:07:00+08:00,919.9054379199999
2017-04-13 17:17:00+08:00,517.4468086400001
2017-04-13 17:27:00+08:00,222.78959808000002
2017-04-13 17:37:00+08:00,0.0
2017-04-14 07:17:00+08:00,114.98817936
2017-04-14 07:27:00+08:00,93.42789744
2017-04-14 07:37:00+08:00,79.05437312
2017-04-14 07:47:00+08:00,100.61465808000001
2017-04-14 07:57:00+08:00,165.29550688
2017-04-14 08:07:00+08:00,186.85579184
2017-04-14 08:17:00+08:00,222.78959808000002
2017-04-14 08:27:00+08:00,251.53664368
2017-04-14 08:37:00+08:00,294.65721056
2017-04-14 08:47:00+08:00,366.52482303999994
2017-04-14 08:57:00+08:00,539.0070936000001
2017-04-14 09:07:00+08:00,912.71867728
2017-04-14 09:17:00+08:00,1056.4538992
2017-04-14 09:27:00+08:00,1193.00236352
2017-04-14 09:37:00+08:00,934.2789591999999
2017-04-14 09:47:00+08:00,1027.70685664
2017-04-14 09:57:00+08:00,1573.90070784
2017-04-14 10:07:00+08:00,1760.75649968
2017-04-14 10:17:00+08:00,1832.6241121599999
2017-04-14 10:27:00+08:00,1897.3049640000002
2017-04-14 10:37:00+08:00,1559.52718656
2017-04-14 10:47:00+08:00,2206.33569888
2017-04-14 10:57:00+08:00,2170.40189264
2017-04-14 11:07:00+08:00,2141.65484704
2017-04-14 11:17:00+08:00,2191.96217456
2017-04-14 11:27:00+08:00,2335.69739952
2017-04-14 11:37:00+08:00,2335.69739952
2017-04-14 11:47:00+08:00,2436.3120575999997
2017-04-14 11:57:00+08:00,2098.53428016
2017-04-14 12:07:00+08:00,2407.565012
2017-04-14 12:17:00+08:00,1631.3947990400002
2017-04-14 12:27:00+08:00,2278.20330832
2017-04-14 12:37:00+08:00,2033.8534283199997
2017-04-14 12:47:00+08:00,2608.79432512
2017-04-14 12:57:00+08:00,1710.44917216
2017-04-14 13:07:00+08:00,2357.25768448
2017-04-14 13:17:00+08:00,2594.4208038399997
2017-04-14 13:27:00+08:00,2558.4869976
2017-04-14 13:37:00+08:00,2536.92671264
2017-04-14 13:47:00+08:00,2515.3664307199997
2017-04-14 13:57:00+08:00,2508.17967008
2017-04-14 14:07:00+08:00,2299.7635932800004
2017-04-14 14:17:00+08:00,2529.739952
2017-04-14 14:27:00+08:00,2429.12529696
2017-04-14 14:37:00+08:00,2400.37825136
2017-04-14 14:47:00+08:00,1078.01418416
2017-04-14 14:57:00+08:00,1070.82742352
2017-04-14 15:07:00+08:00,991.7730504000001
2017-04-14 15:17:00+08:00,848.03782544
2017-04-14 15:27:00+08:00,725.86288544
2017-04-14 15:37:00+08:00,740.23640672
2017-04-14 15:47:00+08:00,589.31442112
2017-04-14 15:57:00+08:00,431.20567487999995
2017-04-14 16:07:00+08:00,388.08510495999997
2017-04-14 16:17:00+08:00,337.77777744
2017-04-14 16:27:00+08:00,280.28368928
2017-04-14 16:37:00+08:00,201.22931312
2017-04-14 16:47:00+08:00,215.60283743999997
2017-04-14 16:57:00+08:00,222.78959808000002
2017-04-14 17:07:00+08:00,186.85579184
2017-04-14 17:17:00+08:00,57.4940912
2017-04-14 17:27:00+08:00,21.56028496
2017-04-14 17:37:00+08:00,14.37352128
2017-04-14 17:47:00+08:00,0.0
2017-04-15 07:07:00+08:00,100.61465808000001
2017-04-15 07:17:00+08:00,143.73522496
2017-04-15 07:27:00+08:00,172.48227056000002
2017-04-15 07:37:00+08:00,158.10874624
2017-04-15 07:47:00+08:00,143.73522496
2017-04-15 07:57:00+08:00,215.60283743999997
2017-04-15 08:07:00+08:00,359.3380624
2017-04-15 08:17:00+08:00,388.08510495999997
2017-04-15 08:27:00+08:00,251.53664368
2017-04-15 08:37:00+08:00,510.26004800000004
2017-04-15 08:47:00+08:00,733.0496460799999
2017-04-15 08:57:00+08:00,869.59810736
2017-04-15 09:07:00+08:00,998.9598110400001
2017-04-15 09:17:00+08:00,1106.76122976
2017-04-15 09:27:00+08:00,1236.1229304
2017-04-15 09:37:00+08:00,1351.11110976
2017-04-15 09:47:00+08:00,1458.9125284800002
2017-04-15 09:57:00+08:00,1581.08747152
2017-04-15 10:07:00+08:00,1688.8888902400001
2017-04-15 10:17:00+08:00,1739.1962177599999
2017-04-15 10:27:00+08:00,1882.9314427199997
2017-04-15 10:37:00+08:00,2012.2931433600002
2017-04-15 10:47:00+08:00,2091.34751648
2017-04-15 10:57:00+08:00,1911.67848832
2017-04-15 11:07:00+08:00,2191.96217456
2017-04-15 11:17:00+08:00,2220.7092201600003
2017-04-15 11:27:00+08:00,2249.45626576
2017-04-15 11:37:00+08:00,2242.26950208
2017-04-15 11:47:00+08:00,2278.20330832
2017-04-15 11:57:00+08:00,2371.6312057600003
2017-04-15 12:07:00+08:00,2306.95035392
2017-04-15 12:17:00+08:00,2400.37825136
2017-04-15 12:27:00+08:00,2486.61938512
2017-04-15 12:37:00+08:00,2515.3664307199997
2017-04-15 12:47:00+08:00,2378.8179664
2017-04-15 12:57:00+08:00,2601.6075644800003
2017-04-15 13:07:00+08:00,2529.739952
2017-04-15 13:17:00+08:00,2558.4869976
2017-04-15 13:27:00+08:00,2529.739952
2017-04-15 13:37:00+08:00,2529.739952
2017-04-15 13:47:00+08:00,1566.7139472000001
2017-04-15 13:57:00+08:00,2069.7872345600003
2017-04-15 14:07:00+08:00,2393.19149072
2017-04-15 14:17:00+08:00,2594.4208038399997
2017-04-15 14:27:00+08:00,2306.95035392
2017-04-15 14:37:00+08:00,2386.00472704
2017-04-15 14:47:00+08:00,1681.7021265600001
2017-04-15 14:57:00+08:00,632.434988
2017-04-15 15:07:00+08:00,754.609928
2017-04-15 15:17:00+08:00,862.41134672
2017-04-15 15:27:00+08:00,1121.13475104
2017-04-15 15:37:00+08:00,1070.82742352
2017-04-15 15:47:00+08:00,797.73049792
2017-04-15 15:57:00+08:00,790.54373424
2017-04-15 16:07:00+08:00,539.0070936000001
2017-04-15 16:17:00+08:00,740.23640672
2017-04-15 16:27:00+08:00,603.6879424
2017-04-15 16:37:00+08:00,567.7541361599999
2017-04-15 16:47:00+08:00,1307.99054288
2017-04-15 16:57:00+08:00,1013.3333323200001
2017-04-15 17:07:00+08:00,848.03782544
2017-04-15 17:17:00+08:00,402.45862927999997
2017-04-15 17:27:00+08:00,172.48227056000002
2017-04-15 17:37:00+08:00,64.68085184
2017-04-15 17:47:00+08:00,14.37352128
2017-04-15 17:57:00+08:00,0.0
2017-04-16 07:17:00+08:00,64.68085184
2017-04-16 07:27:00+08:00,86.24113376
2017-04-16 07:37:00+08:00,107.80141871999999
2017-04-16 07:47:00+08:00,165.29550688
2017-04-16 07:57:00+08:00,301.8439712
2017-04-16 08:07:00+08:00,301.8439712
2017-04-16 08:17:00+08:00,309.03073184
2017-04-16 08:27:00+08:00,316.21749552
2017-04-16 08:37:00+08:00,359.3380624
2017-04-16 08:47:00+08:00,359.3380624
2017-04-16 08:57:00+08:00,388.08510495999997
2017-04-16 09:07:00+08:00,416.83215056000006
2017-04-16 09:17:00+08:00,380.89834432
2017-04-16 09:27:00+08:00,380.89834432
2017-04-16 09:37:00+08:00,416.83215056000006
2017-04-16 09:47:00+08:00,495.88652368
2017-04-16 09:57:00+08:00,876.7848710400001
2017-04-16 10:07:00+08:00,1430.1654859199998
2017-04-16 10:17:00+08:00,1092.3877054400002
2017-04-16 10:27:00+08:00,1056.4538992
2017-04-16 10:37:00+08:00,1042.0803779199998
2017-04-16 10:47:00+08:00,1178.62884224
2017-04-16 10:57:00+08:00,1293.6170216
2017-04-16 11:07:00+08:00,1660.14184464
2017-04-16 11:17:00+08:00,1609.83451408
2017-04-16 11:27:00+08:00,1573.90070784
2017-04-16 11:37:00+08:00,1552.3404259199997
2017-04-16 11:47:00+08:00,1473.2860528
2017-04-16 11:57:00+08:00,2242.26950208
2017-04-16 12:07:00+08:00,2091.34751648
2017-04-16 12:17:00+08:00,2515.3664307199997
2017-04-16 12:27:00+08:00,2824.39716256
2017-04-16 12:37:00+08:00,2644.72813136
2017-04-16 12:47:00+08:00,2263.8297870399997
2017-04-16 12:57:00+08:00,1221.7494091199999
2017-04-16 13:07:00+08:00,1236.1229304
2017-04-16 13:17:00+08:00,2156.02836832
2017-04-16 13:27:00+08:00,1092.3877054400002
2017-04-16 13:37:00+08:00,826.4775404799999
2017-04-16 13:47:00+08:00,1092.3877054400002
2017-04-16 13:57:00+08:00,2874.70449312
2017-04-16 14:07:00+08:00,2659.10165568
2017-04-16 14:17:00+08:00,1732.00945712
2017-04-16 14:27:00+08:00,2450.6855788800003
2017-04-16 14:37:00+08:00,2529.739952
2017-04-16 14:47:00+08:00,2386.00472704
2017-04-16 14:57:00+08:00,2357.25768448
2017-04-16 15:07:00+08:00,2271.01654768
2017-04-16 15:17:00+08:00,2249.45626576
2017-04-16 15:27:00+08:00,2256.6430264
2017-04-16 15:37:00+08:00,2141.65484704
2017-04-16 15:47:00+08:00,1926.0520096
2017-04-16 15:57:00+08:00,1164.25531792
2017-04-16 16:07:00+08:00,1624.2080383999999
2017-04-16 16:17:00+08:00,1408.6052009599998
2017-04-16 16:27:00+08:00,833.6643011200001
2017-04-16 16:37:00+08:00,179.6690312
2017-04-16 16:47:00+08:00,804.9172585599999
2017-04-16 16:57:00+08:00,1070.82742352
2017-04-16 17:07:00+08:00,783.3569736000001
2017-04-16 17:17:00+08:00,294.65721056
2017-04-16 17:27:00+08:00,107.80141871999999
2017-04-16 17:37:00+08:00,35.93380624
2017-04-16 17:47:00+08:00,0.0
2017-04-17 07:07:00+08:00,43.12056688
2017-04-17 07:17:00+08:00,57.4940912
2017-04-17 07:27:00+08:00,79.05437312
2017-04-17 07:37:00+08:00,86.24113376
2017-04-17 07:47:00+08:00,122.17493999999999
2017-04-17 07:57:00+08:00,179.6690312
2017-04-17 08:07:00+08:00,258.72340432000004
2017-04-17 08:17:00+08:00,352.15129872
2017-04-17 08:27:00+08:00,452.7659568
2017-04-17 08:37:00+08:00,539.0070936000001
2017-04-17 08:47:00+08:00,725.86288544
2017-04-17 08:57:00+08:00,768.9834523200001
2017-04-17 09:07:00+08:00,711.48936112
2017-04-17 09:17:00+08:00,934.2789591999999
2017-04-17 09:27:00+08:00,855.22458608
2017-04-17 09:37:00+08:00,833.6643011200001
2017-04-17 09:47:00+08:00,682.74231552
2017-04-17 09:57:00+08:00,725.86288544
2017-04-17 10:07:00+08:00,790.54373424
2017-04-17 10:17:00+08:00,840.8510648
2017-04-17 10:27:00+08:00,876.7848710400001
2017-04-17 10:37:00+08:00,876.7848710400001
2017-04-17 10:47:00+08:00,876.7848710400001
2017-04-17 10:57:00+08:00,905.5319136
2017-04-17 11:07:00+08:00,948.65248352
2017-04-17 11:17:00+08:00,955.83924416
2017-04-17 11:27:00+08:00,855.22458608
2017-04-17 11:37:00+08:00,704.3026004799999
2017-04-17 11:47:00+08:00,574.94089984
2017-04-17 11:57:00+08:00,733.0496460799999
2017-04-17 12:07:00+08:00,783.3569736000001
2017-04-17 12:17:00+08:00,697.11583984
2017-04-17 12:27:00+08:00,531.8203299200001
2017-04-17 12:37:00+08:00,452.7659568
2017-04-17 12:47:00+08:00,380.89834432
2017-04-17 12:57:00+08:00,546.1938542400001
2017-04-17 13:07:00+08:00,531.8203299200001
2017-04-17 13:17:00+08:00,697.11583984
2017-04-17 13:27:00+08:00,891.1583923200001
2017-04-17 13:37:00+08:00,747.42316736
2017-04-17 13:47:00+08:00,740.23640672
2017-04-17 13:57:00+08:00,833.6643011200001
2017-04-17 14:07:00+08:00,927.0921985599999
2017-04-17 14:17:00+08:00,1142.695036
2017-04-17 14:27:00+08:00,1157.06855728
2017-04-17 14:37:00+08:00,653.99527296
2017-04-17 14:47:00+08:00,833.6643011200001
2017-04-17 14:57:00+08:00,574.94089984
2017-04-17 15:07:00+08:00,510.26004800000004
2017-04-17 15:17:00+08:00,495.88652368
2017-04-17 15:27:00+08:00,431.20567487999995
2017-04-17 15:37:00+08:00,380.89834432
2017-04-17 15:47:00+08:00,424.01891119999993
2017-04-17 15:57:00+08:00,488.69976304
2017-04-17 16:07:00+08:00,553.38061488
2017-04-17 16:17:00+08:00,474.32624176
2017-04-17 16:27:00+08:00,388.08510495999997
2017-04-17 16:37:00+08:00,301.8439712
2017-04-17 16:47:00+08:00,265.91016496000003
2017-04-17 16:57:00+08:00,215.60283743999997
2017-04-17 17:07:00+08:00,172.48227056000002
2017-04-17 17:17:00+08:00,86.24113376
2017-04-17 17:27:00+08:00,35.93380624
2017-04-17 17:37:00+08:00,14.37352128
2017-04-17 17:47:00+08:00,0.0
2017-04-18 07:07:00+08:00,57.4940912
2017-04-18 07:17:00+08:00,79.05437312
2017-04-18 07:27:00+08:00,107.80141871999999
2017-04-18 07:37:00+08:00,129.36170063999998
2017-04-18 07:47:00+08:00,229.97635872
2017-04-18 07:57:00+08:00,330.5910168
2017-04-18 08:07:00+08:00,316.21749552
2017-04-18 08:17:00+08:00,344.96453808
2017-04-18 08:27:00+08:00,431.20567487999995
2017-04-18 08:37:00+08:00,596.50118176
2017-04-18 08:47:00+08:00,632.434988
2017-04-18 08:57:00+08:00,833.6643011200001
2017-04-18 09:07:00+08:00,1113.9479904
2017-04-18 09:17:00+08:00,1113.9479904
2017-04-18 09:27:00+08:00,768.9834523200001
2017-04-18 09:37:00+08:00,1358.29787344
2017-04-18 09:47:00+08:00,1458.9125284800002
2017-04-18 09:57:00+08:00,1609.83451408
2017-04-18 10:07:00+08:00,1789.50354528
2017-04-18 10:17:00+08:00,1753.5697390399998
2017-04-18 10:27:00+08:00,768.9834523200001
2017-04-18 10:37:00+08:00,790.54373424
2017-04-18 10:47:00+08:00,1825.43735152
2017-04-18 10:57:00+08:00,2069.7872345600003
2017-04-18 11:07:00+08:00,2213.52245952
2017-04-18 11:17:00+08:00,1372.6713947199999
2017-04-18 11:27:00+08:00,2227.8959808
