ACST,Power,Temperature,Relative Humidity,Cloud Cover,Shortwave Radiation,Wind Speed,Wind Direction,ghi
2017-01-10 07:07:00+08:00,100.61465808000001,20.959533999999998,46,0.0,199.36,11.973191,122.27564,273.30230517651995
2017-01-10 07:37:00+08:00,122.17493999999999,20.959533999999998,46,0.0,199.36,11.973191,122.27564,273.30230517651995
2017-01-10 07:47:00+08:00,172.48227056000002,20.959533999999998,46,0.0,199.36,11.973191,122.27564,273.30230517651995
2017-01-10 07:57:00+08:00,258.72340432000004,20.959533999999998,46,0.0,199.36,11.973191,122.27564,273.30230517651995
2017-01-10 08:07:00+08:00,352.15129872,23.479534,40,0.0,408.50998,10.788378,110.22486,506.16467074729627
2017-01-10 08:17:00+08:00,474.32624176,23.479534,40,0.0,408.50998,10.788378,110.22486,506.16467074729627
2017-01-10 08:27:00+08:00,610.8747030400001,23.479534,40,0.0,408.50998,10.788378,110.22486,506.16467074729627
2017-01-10 08:37:00+08:00,740.23640672,23.479534,40,0.0,408.50998,10.788378,110.22486,506.16467074729627
2017-01-10 08:47:00+08:00,869.59810736,23.479534,40,0.0,408.50998,10.788378,110.22486,506.16467074729627
2017-01-10 08:57:00+08:00,1013.3333323200001,23.479534,40,0.0,408.50998,10.788378,110.22486,506.16467074729627
2017-01-10 09:07:00+08:00,1142.695036,26.989534000000003,32,0.0,607.87,7.7987437,97.85332,717.6235878955476
2017-01-10 09:17:00+08:00,1272.05673664,26.989534000000003,32,0.0,607.87,7.7987437,97.85332,717.6235878955476
2017-01-10 09:27:00+08:00,1387.044916,26.989534000000003,32,0.0,607.87,7.7987437,97.85332,717.6235878955476
2017-01-10 09:37:00+08:00,1502.0330984,26.989534000000003,32,0.0,607.87,7.7987437,97.85332,717.6235878955476
2017-01-10 09:47:00+08:00,1609.83451408,26.989534000000003,32,0.0,607.87,7.7987437,97.85332,717.6235878955476
2017-01-10 09:57:00+08:00,1710.44917216,26.989534000000003,32,0.0,607.87,7.7987437,97.85332,717.6235878955476
2017-01-10 10:07:00+08:00,1803.8770696,30.299534,27,0.0,779.64,2.9784427000000004,63.43495,889.5299793702537
2017-01-10 10:17:00+08:00,1897.3049640000002,30.299534,27,0.0,779.64,2.9784427000000004,63.43495,889.5299793702537
2017-01-10 10:27:00+08:00,1976.35933712,30.299534,27,0.0,779.64,2.9784427000000004,63.43495,889.5299793702537
2017-01-10 10:37:00+08:00,2041.0401889600003,30.299534,27,0.0,779.64,2.9784427000000004,63.43495,889.5299793702537
2017-01-10 10:47:00+08:00,2120.0945620800003,30.299534,27,0.0,779.64,2.9784427000000004,63.43495,889.5299793702537
2017-01-10 10:57:00+08:00,2191.96217456,30.299534,27,0.0,779.64,2.9784427000000004,63.43495,889.5299793702537
2017-01-10 11:07:00+08:00,2256.6430264,33.279533,23,0.0,910.47,3.9603205000000004,289.6538,1008.9945730446675
2017-01-10 11:17:00+08:00,2328.51063888,33.279533,23,0.0,910.47,3.9603205000000004,289.6538,1008.9945730446675
2017-01-10 11:27:00+08:00,2378.8179664,33.279533,23,0.0,910.47,3.9603205000000004,289.6538,1008.9945730446675
2017-01-10 11:37:00+08:00,2443.4988182399998,33.279533,23,0.0,910.47,3.9603205000000004,289.6538,1008.9945730446675
2017-01-10 11:47:00+08:00,2493.80614576,33.279533,23,0.0,910.47,3.9603205000000004,289.6538,1008.9945730446675
2017-01-10 11:57:00+08:00,2544.11347632,33.279533,23,0.0,910.47,3.9603205000000004,289.6538,1008.9945730446675
2017-01-10 12:07:00+08:00,2587.2340432,35.319534000000004,21,0.0,990.57,6.707780400000001,263.15722999999997,1067.4132519960192
2017-01-10 12:17:00+08:00,2651.91489504,35.319534000000004,21,0.0,990.57,6.707780400000001,263.15722999999997,1067.4132519960192
2017-01-10 12:27:00+08:00,2687.84870128,35.319534000000004,21,0.0,990.57,6.707780400000001,263.15722999999997,1067.4132519960192
2017-01-10 12:37:00+08:00,2709.4089832,35.319534000000004,21,0.0,990.57,6.707780400000001,263.15722999999997,1067.4132519960192
2017-01-10 12:47:00+08:00,2709.4089832,35.319534000000004,21,0.0,990.57,6.707780400000001,263.15722999999997,1067.4132519960192
2017-01-10 12:57:00+08:00,2745.3427894399997,35.319534000000004,21,0.0,990.57,6.707780400000001,263.15722999999997,1067.4132519960192
2017-01-10 13:07:00+08:00,2781.2765956800004,36.529533,19,0.0,1015.49,9.51984,252.07207999999997,1060.6365910772279
2017-01-10 13:17:00+08:00,2831.5839232,36.529533,19,0.0,1015.49,9.51984,252.07207999999997,1060.6365910772279
2017-01-10 13:27:00+08:00,2845.9574475199997,36.529533,19,0.0,1015.49,9.51984,252.07207999999997,1060.6365910772279
2017-01-10 13:37:00+08:00,2824.39716256,36.529533,19,0.0,1015.49,9.51984,252.07207999999997,1060.6365910772279
2017-01-10 13:47:00+08:00,2817.2104019199996,36.529533,19,0.0,1015.49,9.51984,252.07207999999997,1060.6365910772279
2017-01-10 13:57:00+08:00,2810.02364128,36.529533,19,0.0,1015.49,9.51984,252.07207999999997,1060.6365910772279
2017-01-10 14:07:00+08:00,2788.46335632,37.079533000000005,19,0.0,982.56,12.152629,243.99666000000002,989.1323893555882
2017-01-10 14:17:00+08:00,2802.83688064,37.079533000000005,19,0.0,982.56,12.152629,243.99666000000002,989.1323893555882
2017-01-10 14:27:00+08:00,2774.08983504,37.079533000000005,19,0.0,982.56,12.152629,243.99666000000002,989.1323893555882
2017-01-10 14:37:00+08:00,2745.3427894399997,37.079533000000005,19,0.0,982.56,12.152629,243.99666000000002,989.1323893555882
2017-01-10 14:47:00+08:00,2752.5295500800003,37.079533000000005,19,0.0,982.56,12.152629,243.99666000000002,989.1323893555882
2017-01-10 14:57:00+08:00,2745.3427894399997,37.079533000000005,19,0.0,982.56,12.152629,243.99666000000002,989.1323893555882
2017-01-10 15:07:00+08:00,2716.59574384,36.979534,19,0.0,893.56,14.407782999999998,236.30993999999998,857.9682716370359
2017-01-10 15:17:00+08:00,2651.91489504,36.979534,19,0.0,893.56,14.407782999999998,236.30993999999998,857.9682716370359
2017-01-10 15:27:00+08:00,2587.2340432,36.979534,19,0.0,893.56,14.407782999999998,236.30993999999998,857.9682716370359
2017-01-10 15:37:00+08:00,2558.4869976,36.979534,19,0.0,893.56,14.407782999999998,236.30993999999998,857.9682716370359
2017-01-10 15:47:00+08:00,2536.92671264,36.979534,19,0.0,893.56,14.407782999999998,236.30993999999998,857.9682716370359
2017-01-10 15:57:00+08:00,2500.9929064,36.979534,19,0.0,893.56,14.407782999999998,236.30993999999998,857.9682716370359
2017-01-10 16:07:00+08:00,2429.12529696,36.439533000000004,20,0.0,755.61,16.270039999999998,230.31454,676.6218043888916
2017-01-10 16:17:00+08:00,2342.88416016,36.439533000000004,20,0.0,755.61,16.270039999999998,230.31454,676.6218043888916
2017-01-10 16:27:00+08:00,2242.26950208,36.439533000000004,20,0.0,755.61,16.270039999999998,230.31454,676.6218043888916
2017-01-10 16:37:00+08:00,2156.02836832,36.439533000000004,20,0.0,755.61,16.270039999999998,230.31454,676.6218043888916
2017-01-10 16:47:00+08:00,2055.41371024,36.439533000000004,20,0.0,755.61,16.270039999999998,230.31454,676.6218043888916
2017-01-10 16:57:00+08:00,1976.35933712,36.439533000000004,20,0.0,755.61,16.270039999999998,230.31454,676.6218043888916
